Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
UniverseName,NameType,0,n,"A name for the Universe. May be expressed in multiple languages. Repeat the element to express names with different content, for example different names for different systems.",,,,,,,,,ddi:conceptualcomponent:3_3,e,
Label,LabelType,0,n,"A display label for the Universe. Supports multiple language versions of the same content as well as optional formatting of the content. Repeat for labels with different content, for example, labels with differing length limitations.",,,,,,,,,ddi:reusable:3_3,e,
Description,StructuredStringType,0,1,A description of the content and purpose of the Universe. Supports multiple language versions of the same content as well as optional formatting of the content.,,,,,,,,,ddi:reusable:3_3,e,
DefiningConceptReference,Concept,0,1,"A concept that defines or aids in understanding the content of the universe. For example the Universe ""Males"" may link to the concept of ""Male"".",,,,,,,,,ddi:reusable:3_3,e,
UnitTypeReference,UnitType,0,1,Reference to a unit type being associated with this conceptual variable. TypeOfObject should be set to UnitType.,,,,,,,,,ddi:reusable:3_3,e,
TypeOfUnit,CodeValueType,0,1,"The entity type associated with this conceptual variable. For example, individuals, families or households, groups, institutions/organizations, administrative units, etc. Supports the use of an external controlled vocabulary.",,,,,,,,,ddi:conceptualcomponent:3_3,e,
LocationValueReference,LocationValueType,0,n,Reference to specific LocationValue for the Universe as described in a GeographicLocation.,,,,,,,,,ddi:reusable:3_3,e,
GeographyOfUniverse,StructuredStringType,0,1,A description of the content and purpose of the Universe. Supports multiple language versions of the same content as well as optional formatting of the content.,,,,,,,,,ddi:conceptualcomponent:3_3,e,
TimePeriod,DateType,0,n,Reference to specific time period for the Universe. Repeat for non-continuous time periods.,,,,,,,,,ddi:conceptualcomponent:3_3,e,
UniverseGenerationCode,CommandCodeType,0,n,An expression of the universe in terms of the code used to generate or define it. For example how a given universe may be differentiated within a parent universe.,,,,,,,,,ddi:conceptualcomponent:3_3,e,
SubUniverseClassReference,SubUniverseClass,0,n,A sub-universe class provides a definition to the universes contained within it. For example the Sub-Universe Class of Gender for the Universe Resident Population may contain the Universe Males and the Universe Females,,,,,,,,,ddi:conceptualcomponent:3_3,e,
IsInclusive,boolean,0,1,"The default value is ""true"". The description statement of a universe is generally stated in inclusive terms such as ""All persons residing in Europe"". Occasionally a universe is defined by what it excludes, i.e., ""All persons residing in Europe except for those residing on U.S. Military bases"". In this case the value would be changed to ""false"".",,,,,,,,,,a,
